mmr,result,server,timestamp,top_1,jung_1,mid_1,adc_1,supp_1,top_2,jung_2,mid_2,adc_2,supp_2
Challenger,Victory,eune,2019-06-14,Olaf,Warwick,Vel'Koz,Ezreal,Tahm Kench,Anivia,Kha'Zix,Ryze,Caitlyn,Lux
Challenger,Defeat,eune,2019-06-11,Wukong,Hecarim,Taliyah,Sivir,Nami,Illaoi,Graves,Lux,Ezreal,Yuumi
Challenger,Defeat,eune,2019-06-15,Singed,Elise,Ryze,Sivir,Bard,Urgot,Evelynn,Syndra,Tristana,Thresh
Challenger,Defeat,eune,2019-06-19,Olaf,Graves,Orianna,Xayah,Yuumi,Vladimir,Lee Sin,Yasuo,Ezreal,Nami
Challenger,Defeat,eune,2019-06-19,Kennen,Taliyah,Anivia,Kai'Sa,Sona,Aatrox,Nunu & Willump,Zoe,Vayne,Lux
Challenger,Defeat,eune,2019-06-17,Gangplank,Xin Zhao,Pyke,Xayah,Rakan,Yasuo,Rengar,Ahri,Kai'Sa,Lux
Challenger,Defeat,eune,2019-06-19,Renekton,Kha'Zix,Lux,Sivir,Thresh,Poppy,Jarvan IV,Vladimir,Draven,Vel'Koz
Challenger,Defeat,eune,2019-06-19,Poppy,Graves,Katarina,Sivir,Morgana,Mordekaiser,Vi,Pyke,Jinx,Nami
Challenger,Defeat,eune,2019-06-17,Shen,Kha'Zix,Lissandra,Draven,Morgana,Riven,Hecarim,Katarina,Caitlyn,Rakan
Challenger,Defeat,eune,2019-06-19,Camille,Karthus,Tryndamere,Miss Fortune,Nami,Irelia,Kha'Zix,Yasuo,Kai'Sa,Thresh
Challenger,Defeat,eune,2019-06-18,Jarvan IV,Evelynn,Azir,Ashe,Yuumi,Ryze,Zac,LeBlanc,Lucian,Nami
Challenger,Defeat,eune,2019-06-17,Darius,Rengar,Orianna,Kai'Sa,Nautilus,Gangplank,Lee Sin,Yasuo,Ezreal,Zyra
Challenger,Defeat,eune,2019-06-18,Camille,Wukong,Fizz,Ashe,Lux,Illaoi,Graves,Karma,Caitlyn,Pyke
Challenger,Defeat,eune,2019-06-19,Kennen,Kayn,Ahri,Sivir,Janna,Darius,Ekko,Tryndamere,Kai'Sa,Alistar
Challenger,Defeat,eune,2019-06-18,Rumble,Kha'Zix,Swain,Draven,Zyra,Gangplank,Nunu & Willump,Yasuo,Kai'Sa,Thresh
Challenger,Defeat,eune,2019-06-17,Malphite,Kayn,Yasuo,Jhin,Xerath,Mordekaiser,Twitch,Pyke,Ezreal,Thresh
Challenger,Defeat,eune,2019-06-18,Singed,Kindred,Katarina,Jinx,Sona,Wukong,Olaf,Karma,Kai'Sa,Lux
Challenger,Defeat,eune,2019-06-19,Jax,Udyr,Ahri,Xayah,Pyke,Tryndamere,Kayn,Akali,Sivir,Yuumi
Challenger,Defeat,eune,2019-06-18,Riven,Kha'Zix,Ryze,Jinx,Morgana,Mordekaiser,Graves,Pyke,Ezreal,Nami
Challenger,Defeat,eune,2019-06-17,Mordekaiser,Evelynn,Ekko,Xayah,Rakan,Ryze,Graves,Kassadin,Kai'Sa,Yuumi
Challenger,Defeat,eune,2019-06-18,Jax,Trundle,Ekko,Xayah,Thresh,Jarvan IV,Graves,Katarina,Ezreal,Karma
Challenger,Defeat,eune,2019-06-19,Darius,Udyr,Katarina,Caitlyn,Morgana,Irelia,Kha'Zix,Kassadin,Lucian,Janna
Challenger,Defeat,eune,2019-06-18,Irelia,Karthus,Zed,Kai'Sa,Fiora,Mordekaiser,Hecarim,Ryze,Ashe,Janna
Challenger,Defeat,eune,2019-06-18,Neeko,Kayn,Lissandra,Kai'Sa,Thresh,Poppy,Sejuani,Yasuo,Draven,Morgana
Challenger,Defeat,eune,2019-06-19,Mordekaiser,Ivern,Malzahar,Tristana,Janna,Fiora,Lee Sin,Katarina,Draven,Lulu
Challenger,Defeat,eune,2019-06-18,Jax,Hecarim,LeBlanc,Kai'Sa,Nautilus,Karma,Rek'Sai,Corki,Lucian,Alistar
Challenger,Defeat,eune,2019-06-16,Trundle,Urgot,Vladimir,Sivir,Yuumi,Mordekaiser,Jarvan IV,Ryze,Tristana,Nautilus
Challenger,Defeat,eune,2019-06-18,Rumble,Kha'Zix,Kassadin,Ezreal,Nami,Wukong,Elise,Karma,Vayne,Vel'Koz
Challenger,Defeat,eune,2019-06-19,Yasuo,Kayn,Quinn,Jhin,Soraka,Jax,Jarvan IV,Ryze,Draven,Thresh
Challenger,Defeat,eune,2019-06-18,Tahm Kench,Nunu & Willump,Lux,Ezreal,Zilean,Mordekaiser,Evelynn,Cassiopeia,Caitlyn,Morgana
Challenger,Defeat,eune,2019-06-16,Gangplank,Kha'Zix,Vladimir,Vayne,Lux,Mordekaiser,Nunu & Willump,Akali,Tristana,Pyke
Challenger,Defeat,eune,2019-06-19,Riven,Gragas,Katarina,Caitlyn,Karma,Mordekaiser,Rek'Sai,Aatrox,Draven,Janna
Challenger,Defeat,eune,2019-06-18,Vladimir,Nunu & Willump,Katarina,Ezreal,Lux,Mordekaiser,Graves,Talon,Xayah,Morgana
Challenger,Defeat,eune,2019-06-16,Jax,Kayn,Corki,Tristana,Leona,Maokai,Rengar,Vladimir,Sivir,Nami
Challenger,Victory,eune,2019-06-18,Irelia,Graves,Syndra,Twitch,Karma,Malphite,Kayn,Ryze,Draven,Pyke
Challenger,Defeat,eune,2019-06-19,Tahm Kench,Vi,Zoe,Kai'Sa,Karma,Aatrox,Kayn,Orianna,Lucian,Nami
Challenger,Victory,eune,2019-06-18,Gangplank,Elise,Ryze,Corki,Nami,Dr. Mundo,Vi,Mordekaiser,Lucian,Karma
Challenger,Defeat,eune,2019-06-19,Neeko,Kayn,Tryndamere,Kai'Sa,Janna,Nasus,Rek'Sai,Orianna,Sivir,Lulu
Challenger,Defeat,www,2019-06-19,Fiora,Kindred,Talon,Ezreal,Lux,Aatrox,Olaf,Karma,Jhin,Tahm Kench
Challenger,Defeat,www,2019-06-19,Renekton,Taliyah,Pyke,Kai'Sa,Thresh,Gangplank,Lee Sin,Rumble,Ezreal,Karma
Challenger,Defeat,www,2019-06-19,Mordekaiser,Olaf,Akali,Ezreal,Lux,Aatrox,Gragas,Yasuo,Xayah,Rakan
Challenger,Defeat,www,2019-06-19,Aatrox,Elise,Kennen,Caitlyn,Morgana,Jax,Olaf,Cassiopeia,Ezreal,Yuumi
Challenger,Defeat,www,2019-06-16,Vladimir,Nidalee,Renekton,Sivir,Pyke,Irelia,Lee Sin,Zoe,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-06-11,Sylas,Lee Sin,Fizz,Kai'Sa,Karma,Rengar,Taliyah,Talon,Sivir,Lux
Challenger,Defeat,www,2019-06-11,Renekton,Nidalee,Aatrox,Xayah,Lux,Jax,Elise,Ryze,Kai'Sa,Pyke
Challenger,Defeat,www,2019-06-10,Irelia,Kha'Zix,Ryze,Kai'Sa,Nautilus,Yorick,Nocturne,Sylas,Jinx,Thresh
Challenger,Defeat,www,2019-06-10,Irelia,Kha'Zix,Vladimir,Sivir,Galio,Jayce,Aatrox,Sylas,Viktor,Pyke
Challenger,Defeat,www,2019-06-09,Camille,Elise,Jayce,Lucian,Swain,Neeko,Sejuani,Yasuo,Cassiopeia,Lux
Challenger,Defeat,www,2019-06-09,Aatrox,Elise,Yasuo,Sivir,Alistar,Sylas,Sejuani,Pyke,Vayne,Braum
Challenger,Defeat,www,2019-06-08,Neeko,Lee Sin,Akali,Draven,Lux,Jayce,Xin Zhao,Ryze,Sivir,Yuumi
Challenger,Defeat,www,2019-06-17,Irelia,Nidalee,Neeko,Vayne,Thresh,Aatrox,Lee Sin,Akali,Ezreal,Fiddlesticks
Challenger,Defeat,www,2019-06-08,Pyke,Lee Sin,Ryze,Ezreal,Galio,Aatrox,Elise,Sylas,Sivir,Lux
Challenger,Defeat,www,2019-06-17,Camille,Elise,Aatrox,Ashe,Lux,Mordekaiser,Nidalee,Irelia,Kai'Sa,Alistar
Challenger,Defeat,www,2019-06-07,Poppy,Lee Sin,Taliyah,Sivir,Karma,Aatrox,Xin Zhao,Twisted Fate,Vayne,Lux
Challenger,Defeat,www,2019-06-16,Jax,Kha'Zix,Ekko,Varus,Lux,Mordekaiser,Xin Zhao,Taliyah,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-07,Sylas,Sejuani,Camille,Kai'Sa,Galio,Aatrox,Kayn,Neeko,Draven,Morgana
Challenger,Defeat,www,2019-06-16,Riven,Taliyah,Katarina,Miss Fortune,Lux,Tahm Kench,Kindred,Karma,Zoe,Pyke
Challenger,Defeat,www,2019-06-07,Fiora,Kindred,Ryze,Ezreal,Lux,Aatrox,Sejuani,Sylas,Sivir,Pyke
Challenger,Defeat,www,2019-06-16,Ryze,Olaf,Taliyah,Kalista,Fiddlesticks,Camille,Nidalee,Yorick,Ezreal,Karma
Challenger,Victory,www,2019-06-17,Aatrox,Sejuani,Akali,Sivir,Yuumi,Renekton,Elise,Camille,Yasuo,Gragas
Challenger,Defeat,www,2019-06-06,Ryze,Kayn,Jayce,Sivir,Morgana,Sylas,Rek'Sai,Ahri,Kai'Sa,Rakan
Challenger,Defeat,www,2019-06-16,Aatrox,Elise,Vladimir,Jhin,Yuumi,Gangplank,Skarner,Taliyah,Lucian,Nautilus
Challenger,Defeat,www,2019-06-17,Aatrox,Taliyah,Yasuo,Sivir,Shen,Poppy,Gragas,Akali,Vayne,Pyke
Challenger,Defeat,www,2019-06-05,Aatrox,Olaf,Irelia,Ezreal,Yuumi,Camille,Taliyah,Tahm Kench,Sivir,Sona
Challenger,Defeat,www,2019-06-15,Sejuani,Rek'Sai,LeBlanc,Lucian,Rakan,Neeko,Aatrox,Akali,Kai'Sa,Pyke
Challenger,Victory,www,2019-06-17,Poppy,Lee Sin,Irelia,Neeko,Pyke,Mordekaiser,Olaf,Karma,Caitlyn,Thresh
Challenger,Defeat,www,2019-06-05,Camille,Olaf,Sylas,Vayne,Yuumi,Shen,Nidalee,Yasuo,Sivir,Lux
Challenger,Defeat,www,2019-06-15,Aatrox,Kayn,Ryze,Kai'Sa,Nautilus,Olaf,Jarvan IV,Taliyah,Lucian,Morgana
Challenger,Defeat,www,2019-06-17,Camille,Nidalee,Karma,Jinx,Lux,Neeko,Xin Zhao,Aatrox,Ezreal,Pyke
Challenger,Defeat,www,2019-06-03,Aatrox,Xin Zhao,Rumble,Xayah,Lux,Camille,Kayn,Fizz,Ezreal,Karma
Challenger,Defeat,www,2019-06-15,Vayne,Kayn,Taliyah,Pantheon,Lux,Sylas,Elise,Aatrox,Caitlyn,Thresh
Challenger,Victory,www,2019-06-17,Neeko,Rek'Sai,Aatrox,Vladimir,Shen,Pyke,Sejuani,Camille,Jinx,Morgana
Challenger,Defeat,www,2019-06-03,Tahm Kench,Lee Sin,Aatrox,Sivir,Nautilus,Neeko,Trundle,Akali,Ezreal,Karma
Challenger,Defeat,www,2019-06-15,Ornn,Lee Sin,Camille,Caitlyn,Lux,Jayce,Taric,Taliyah,Ezreal,Karma
Challenger,Defeat,www,2019-06-12,Camille,Zac,Vladimir,Ezreal,Lux,Fiora,Kindred,Akali,Sivir,Pyke
Challenger,Defeat,www,2019-06-01,Taric,Nunu & Willump,Twisted Fate,Ezreal,Lux,Jayce,Kindred,Sylas,Sivir,Pyke
Challenger,Defeat,www,2019-06-12,Mordekaiser,Kai'Sa,Karma,Sivir,Lux,Jax,Evelynn,Taliyah,Lucian,Nautilus
Challenger,Victory,www,2019-06-12,Irelia,Elise,Sylas,Sona,Tahm Kench,Olaf,Sejuani,Akali,Sivir,Karma
Challenger,Defeat,www,2019-06-01,Aatrox,Lee Sin,Sylas,Vayne,Lux,Poppy,Kayn,Renekton,Kalista,Yuumi
Challenger,Defeat,www,2019-06-12,Aatrox,Xin Zhao,Zilean,Lucian,Thresh,Karma,Kai'Sa,Lulu,Sivir,Rakan
Challenger,Victory,www,2019-06-12,Tahm Kench,Lee Sin,Akali,Sivir,Lux,Viktor,Sejuani,Aatrox,Pyke,Sona
Challenger,Defeat,www,2019-06-01,Irelia,Sejuani,Sylas,Draven,Lux,Camille,Fiddlesticks,Shen,Lucian,Karma
Challenger,Defeat,www,2019-06-12,Tahm Kench,Elise,Talon,Ezreal,Karma,Ryze,Xin Zhao,Taliyah,Kai'Sa,Nautilus
Challenger,Victory,www,2019-06-09,Sylas,Taliyah,Jayce,Sivir,Yuumi,Cassiopeia,Olaf,Camille,Tahm Kench,Sona
Challenger,Defeat,www,2019-06-01,Sion,Lee Sin,Sylas,Pyke,Shen,Camille,Elise,Ryze,Ezreal,Lux
Challenger,Defeat,www,2019-06-09,Fiora,Sejuani,Taliyah,Ezreal,Karma,Neeko,Rek'Sai,Twisted Fate,Lucian,Lux
Challenger,Victory,www,2019-06-09,Aatrox,Elise,Akali,Jinx,Tahm Kench,Camille,Sejuani,Darius,Sivir,Pyke
Challenger,Defeat,www,2019-05-31,Ryze,Nidalee,Camille,Kalista,Galio,Irelia,Elise,Sylas,Sivir,Alistar
Challenger,Defeat,www,2019-06-08,Vladimir,Taliyah,Aatrox,Kai'Sa,Nautilus,Jayce,Sejuani,Ryze,Xayah,Galio
Challenger,Defeat,www,2019-06-17,Aatrox,Nunu & Willump,Akali,Draven,Tahm Kench,Renekton,Sejuani,Ahri,Caitlyn,Lux
Challenger,Defeat,www,2019-06-18,Renekton,Rek'Sai,Ryze,Xayah,Rakan,Aatrox,Gragas,Mordekaiser,Kai'Sa,Karma
Challenger,Defeat,www,2019-06-09,Pyke,Rek'Sai,Sylas,Sivir,Lux,Irelia,Taliyah,Aatrox,Kai'Sa,Shen
Challenger,Defeat,www,2019-05-31,Darius,Aatrox,Katarina,Ezreal,Nautilus,Shen,Kayn,Camille,Xayah,Yuumi
Challenger,Defeat,www,2019-06-08,Jax,Kayn,Ryze,Vayne,Rakan,Irelia,Lee Sin,Neeko,Sivir,Lux
Challenger,Victory,www,2019-06-16,Renekton,Lee Sin,LeBlanc,Ezreal,Karma,Jax,Nidalee,Talon,Kai'Sa,Janna
Challenger,Defeat,www,2019-06-17,Jayce,Rek'Sai,Karma,Viktor,Thresh,Aatrox,Lee Sin,Ryze,Xayah,Lulu
Challenger,Defeat,www,2019-06-09,Poppy,Gragas,Irelia,Sivir,Lux,Kayle,Kindred,Akali,Tahm Kench,Sona
Challenger,Defeat,www,2019-05-31,Aatrox,Neeko,Camille,Vayne,Yuumi,Pyke,Rek'Sai,Vladimir,Morgana,Lux
Challenger,Defeat,www,2019-06-07,Irelia,Karthus,Camille,Xayah,Gragas,Renekton,Lee Sin,Neeko,Kai'Sa,Lux
Challenger,Victory,www,2019-06-16,Pyke,Kayn,Diana,Xayah,Thresh,Renekton,Jarvan IV,Taliyah,Ezreal,Lux
Challenger,Defeat,www,2019-06-17,Fiora,Xin Zhao,Karma,Tahm Kench,Sona,Akali,Olaf,Aatrox,Lucian,Fiddlesticks
Challenger,Defeat,www,2019-06-08,Renekton,Sejuani,Vel'Koz,Xayah,Pyke,Vladimir,Olaf,Aatrox,Sivir,Bard
Challenger,Defeat,www,2019-06-07,Fiora,Olaf,Taliyah,Ezreal,Yuumi,Irelia,Sejuani,Zoe,Draven,Pyke
Challenger,Defeat,www,2019-06-16,Fiora,Kindred,Morgana,Sivir,Lux,Aatrox,Rek'Sai,Kassadin,Ezreal,Pyke
Challenger,Defeat,www,2019-06-16,Kennen,Elise,Irelia,Ezreal,Lux,Ryze,Zac,Camille,Lucian,Yuumi
Challenger,Defeat,www,2019-06-08,Renekton,Elise,Pyke,Lucian,Veigar,Neeko,Karthus,Sylas,Sivir,Alistar
Challenger,Defeat,www,2019-06-18,Aatrox,Sejuani,Ryze,Kai'Sa,Nautilus,Fiora,Olaf,Taliyah,Sivir,Tahm Kench
Challenger,Defeat,www,2019-06-07,Vladimir,Lee Sin,Neeko,Vayne,Yuumi,Pyke,Karthus,Irelia,Sivir,Lux
Challenger,Defeat,www,2019-06-16,Aatrox,Taliyah,Jayce,Syndra,Karma,Camille,Karthus,Pyke,Ezreal,Lux
Challenger,Victory,www,2019-06-16,Rumble,Lee Sin,Camille,Sivir,Karma,Irelia,Poppy,Neeko,Caitlyn,Lux
Challenger,Defeat,www,2019-06-08,Olaf,Lee Sin,Sylas,Kai'Sa,Pyke,Renekton,Taliyah,Jayce,Xayah,Rakan
Challenger,Defeat,www,2019-06-18,Rengar,Karthus,Ziggs,Sivir,Thresh,Olaf,Sejuani,Karma,Kai'Sa,Alistar
Challenger,Defeat,www,2019-06-07,Fiora,Olaf,Sylas,Neeko,Soraka,Irelia,Lee Sin,Ryze,Jinx,Thresh
Challenger,Defeat,www,2019-06-15,Mordekaiser,Jax,Aatrox,Xayah,Rakan,Gangplank,Kindred,Lucian,Sona,Tahm Kench
Challenger,Victory,www,2019-06-16,Irelia,Aatrox,Akali,Kai'Sa,Thresh,Ryze,Gragas,Yasuo,Caitlyn,Morgana
Challenger,Defeat,www,2019-06-18,Riven,Lee Sin,Neeko,Ezreal,Yuumi,Irelia,Kindred,Karma,Kai'Sa,Lulu
Challenger,Defeat,www,2019-06-15,Sylas,Jarvan IV,Zoe,Lucian,Alistar,Kassadin,Lee Sin,Aatrox,Jinx,Lux
Challenger,Defeat,www,2019-06-16,Jax,Rek'Sai,Taliyah,Sivir,Lux,Aatrox,Gragas,Yasuo,Kai'Sa,Yuumi
Challenger,Defeat,www,2019-06-18,Aatrox,Lee Sin,Ryze,Draven,Lux,Tahm Kench,Kindred,Karma,Sivir,Leona
Challenger,Defeat,www,2019-06-15,Kennen,Gragas,Yasuo,Sivir,Yuumi,Jax,Taliyah,Akali,Jinx,Karma
Challenger,Defeat,www,2019-06-16,Ryze,Lee Sin,Aatrox,Caitlyn,Morgana,Jayce,Rek'Sai,Taliyah,Xayah,Rakan
Challenger,Defeat,www,2019-06-18,Irelia,Karthus,Neeko,Ezreal,Pyke,Fiora,Olaf,Karma,Taliyah,Fiddlesticks
Challenger,Victory,www,2019-06-12,Yasuo,Rek'Sai,Zed,Viktor,Lux,Neeko,Xin Zhao,Zoe,Sona,Taric
Challenger,Defeat,www,2019-06-16,Kai'Sa,Lee Sin,Taliyah,Kennen,Nautilus,Irelia,Aatrox,Diana,Caitlyn,Lux
Challenger,Defeat,www,2019-06-18,Aatrox,Karthus,LeBlanc,Sivir,Fiddlesticks,Fiora,Taliyah,Zed,Ezreal,Karma
Challenger,Defeat,www,2019-06-19,Mordekaiser,Aatrox,Lissandra,Jinx,Lux,Neeko,Sejuani,Zed,Sivir,Sona
Challenger,Defeat,www,2019-06-12,Irelia,Lee Sin,Sylas,Ezreal,Lux,Camille,Sejuani,Tahm Kench,Mordekaiser,Leona
Challenger,Defeat,www,2019-06-16,Camille,Karthus,Ryze,Ezreal,Karma,Jayce,Mordekaiser,Irelia,Sivir,Alistar
Challenger,Defeat,www,2019-06-17,Aatrox,Rek'Sai,Zoe,Caitlyn,Lux,Mordekaiser,Kayn,Karma,Jinx,Rakan
Challenger,Defeat,www,2019-06-19,Irelia,Aatrox,LeBlanc,Neeko,Nautilus,Karma,Olaf,Poppy,Kai'Sa,Galio
Challenger,Defeat,www,2019-06-11,Ryze,Gragas,Yasuo,Kai'Sa,Lux,Jayce,Nidalee,Aatrox,Xayah,Nautilus
Challenger,Defeat,www,2019-06-16,Aatrox,Kindred,Orianna,Kai'Sa,Lux,Ryze,Lee Sin,Taliyah,Xayah,Rakan
Challenger,Defeat,www,2019-06-17,Aatrox,Elise,Karma,Jinx,Lux,Jayce,Olaf,Vladimir,Twitch,Morgana
Challenger,Defeat,www,2019-06-19,Vladimir,Rek'Sai,Lucian,Kai'Sa,Nautilus,Neeko,Xin Zhao,LeBlanc,Ezreal,Karma
Challenger,Defeat,www,2019-06-07,Camille,Elise,Ryze,Caitlyn,Lux,Gangplank,Taliyah,Neeko,Jinx,Tahm Kench
Challenger,Defeat,www,2019-06-16,Aatrox,Elise,Akali,Kai'Sa,Pyke,Camille,Rek'Sai,Vladimir,Sivir,Lux
Challenger,Defeat,www,2019-06-17,Mordekaiser,Lee Sin,Karthus,Sivir,Lux,Jax,Kindred,Karma,Xayah,Rakan
Challenger,Defeat,www,2019-06-19,Camille,Gragas,Aatrox,Kai'Sa,Lux,Urgot,Sylas,Zed,Twitch,Yuumi
Challenger,Defeat,www,2019-06-02,Camille,Graves,Ryze,Kai'Sa,Lux,Irelia,Kayn,Sylas,Ezreal,Nautilus
Challenger,Victory,www,2019-06-16,Kled,Kayn,Akali,Lucian,Yuumi,Aatrox,Rek'Sai,Zoe,Caitlyn,Lux
Challenger,Defeat,www,2019-06-17,Jayce,Evelynn,Ryze,Sivir,Janna,Vladimir,Kayn,Karma,Ezreal,Soraka
Challenger,Defeat,www,2019-06-19,Karma,Olaf,Jayce,Neeko,Thresh,Kennen,Karthus,Irelia,Sivir,Yuumi
Challenger,Victory,www,2019-06-02,Jax,Sejuani,Aatrox,Neeko,Nautilus,Irelia,Jarvan IV,Twisted Fate,Sivir,Galio
Challenger,Defeat,www,2019-06-15,Mordekaiser,Kha'Zix,Aatrox,Sona,Tahm Kench,Vayne,Kayn,Corki,Taliyah,Nautilus
Challenger,Defeat,www,2019-06-17,Jayce,Camille,Karma,Pyke,Yuumi,Irelia,Aatrox,Vladimir,Sivir,Galio
Challenger,Defeat,www,2019-06-19,Vladimir,Gragas,Pyke,Ezreal,Tahm Kench,Ryze,Lee Sin,Karma,Kai'Sa,Lux
Challenger,Defeat,www,2019-06-01,Ryze,Rek'Sai,Camille,Sivir,Yuumi,Sylas,Elise,Yasuo,Jinx,Alistar
Challenger,Defeat,www,2019-06-15,Tryndamere,Kayn,Zoe,Lucian,Rakan,Hecarim,Sejuani,Irelia,Xayah,Lux
Challenger,Defeat,www,2019-06-17,Sejuani,Lee Sin,Taliyah,Draven,Lux,Vladimir,Nidalee,Renekton,Xayah,Yuumi
Challenger,Defeat,www,2019-06-19,Mordekaiser,Lee Sin,Yasuo,Caitlyn,Karma,Kennen,Olaf,Akali,Sona,Tahm Kench
Challenger,Defeat,www,2019-06-18,Renekton,Lee Sin,Sylas,Ezreal,Nautilus,Yasuo,Gragas,Neeko,Caitlyn,Karma
Challenger,Defeat,www,2019-06-01,Sylas,Kayn,Ryze,Yasuo,Zac,Viktor,Camille,Pyke,Lucian,Gragas
Challenger,Victory,www,2019-06-15,Aatrox,Hecarim,Orianna,Sona,Galio,Jax,Olaf,Zoe,Ezreal,Zyra
Challenger,Defeat,www,2019-06-19,Jayce,Taliyah,Kennen,Draven,Nautilus,Aatrox,Kayn,Zed,Tahm Kench,Karma
Challenger,Defeat,www,2019-06-18,Fiora,Aatrox,Akali,Sivir,Karma,Irelia,Lee Sin,Kennen,Jinx,Lux
Challenger,Victory,www,2019-06-01,Tahm Kench,Kayn,Camille,Sivir,Lux,Twisted Fate,Sejuani,Irelia,Ezreal,Alistar
Challenger,Defeat,www,2019-06-17,Camille,Rek'Sai,Karma,Ezreal,Pyke,Gangplank,Sylas,Neeko,Sivir,Lux
Challenger,Victory,www,2019-06-18,Aatrox,Rek'Sai,Orianna,Sivir,Lux,Karma,Lee Sin,Kennen,Lucian,Soraka
Challenger,Defeat,www,2019-06-19,Irelia,Graves,Karma,Sona,Tahm Kench,Aatrox,Elise,Orianna,Ezreal,Lux
Challenger,Defeat,www,2019-06-18,Lissandra,Olaf,Sylas,Sivir,Nautilus,Camille,Gragas,Irelia,Vladimir,Yuumi
Challenger,Victory,www,2019-05-31,Sylas,Lee Sin,Irelia,Sivir,Tahm Kench,Ryze,Jarvan IV,Fizz,Jinx,Thresh
Challenger,Defeat,www,2019-06-17,Pyke,Kindred,Karma,Ezreal,Morgana,Poppy,Elise,Aatrox,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-06-14,Vladimir,Lee Sin,Jayce,Jinx,Tahm Kench,Akali,Kha'Zix,Mordekaiser,Caitlyn,Thresh
Challenger,Defeat,www,2019-06-19,Fiora,Aatrox,Katarina,Lucian,Lux,Irelia,Xin Zhao,Lissandra,Sivir,Karma
Challenger,Defeat,www,2019-06-18,Riven,Lee Sin,Ahri,Ezreal,Karma,Vladimir,Rek'Sai,Yasuo,Caitlyn,Lux
Challenger,Defeat,www,2019-05-30,Hecarim,Nidalee,Pyke,Lucian,Thresh,Irelia,Karthus,Ahri,Kalista,Lux
Challenger,Defeat,www,2019-06-17,Mordekaiser,Olaf,Orianna,Ezreal,Tahm Kench,Aatrox,Jarvan IV,Taliyah,Sona,Pyke
Challenger,Victory,www,2019-06-19,Kennen,Rek'Sai,Zoe,Lucian,Pyke,Aatrox,Fiddlesticks,Ryze,Ezreal,Karma
Challenger,Defeat,www,2019-06-12,Camille,Sejuani,Taliyah,Lucian,Nautilus,Aatrox,Xin Zhao,Neeko,Jinx,Lux
Challenger,Defeat,www,2019-06-19,Jax,Xin Zhao,Zoe,Lucian,Karma,Camille,Sejuani,Aatrox,Caitlyn,Lux
Challenger,Defeat,www,2019-06-18,Camille,Sejuani,Azir,Kai'Sa,Morgana,Pyke,Olaf,Irelia,Lucian,Karma
Challenger,Defeat,www,2019-06-17,Mordekaiser,Kayn,Taliyah,Sivir,Nautilus,Vladimir,Elise,Talon,Xayah,Rakan
Challenger,Defeat,www,2019-06-19,Irelia,Kindred,Akali,Sivir,Rakan,Camille,Sejuani,Renekton,Sona,Pyke
Challenger,Defeat,www,2019-06-12,Jax,Aatrox,Sylas,Neeko,Lux,Gangplank,Gragas,Zoe,Sivir,Janna
Challenger,Defeat,www,2019-06-19,Aatrox,Karthus,Orianna,Lucian,Pyke,Renekton,Kayn,Azir,Caitlyn,Thresh
Challenger,Defeat,www,2019-06-17,Tryndamere,Xin Zhao,Aatrox,Ezreal,Karma,Mordekaiser,Sejuani,Neeko,Sivir,Lux
Challenger,Defeat,www,2019-06-16,Jax,Sejuani,Aatrox,Lucian,Nautilus,Riven,Xin Zhao,Akali,Sivir,Yuumi
Challenger,Defeat,www,2019-06-19,Zilean,Kai'Sa,Renekton,Xayah,Pyke,Irelia,Olaf,Akali,Jinx,Lux
Challenger,Victory,www,2019-06-12,Aatrox,Sylas,Ryze,Tahm Kench,Sona,Fiora,Rek'Sai,Taliyah,Kai'Sa,Lux
Challenger,Defeat,www,2019-06-19,Fiora,Karthus,Renekton,Jinx,Thresh,Aatrox,Kayn,Azir,Sivir,Lux
Challenger,Defeat,www,2019-06-17,Diana,Trundle,Irelia,Kai'Sa,Alistar,Camille,Sejuani,Jax,Kalista,Karma
Challenger,Defeat,www,2019-06-16,Mordekaiser,Nidalee,Pyke,Ezreal,Irelia,Darius,Sejuani,Jayce,Sylas,Pantheon
Challenger,Victory,www,2019-06-19,Ryze,Kayn,Mordekaiser,Sivir,Pyke,Camille,Olaf,Karma,Jinx,Thresh
Challenger,Victory,www,2019-06-12,Kennen,Xin Zhao,Aatrox,Ezreal,Lux,Jax,Taliyah,Corki,Sivir,Alistar
Challenger,Defeat,www,2019-06-19,Pyke,Lee Sin,Riven,Ezreal,Karma,Jax,Sejuani,Aatrox,Sivir,Lux
Challenger,Defeat,www,2019-06-18,Fiora,Olaf,Karma,Ryze,Pyke,Vladimir,Rek'Sai,Aatrox,Ezreal,Nami
Challenger,Defeat,www,2019-06-17,Gangplank,Rek'Sai,Karthus,Lucian,Nautilus,Poppy,Kha'Zix,Karma,Mordekaiser,Alistar
Challenger,Defeat,www,2019-06-16,Jax,Kayn,Zoe,Sona,Tahm Kench,Singed,Sejuani,Jayce,Mordekaiser,Lux
Challenger,Defeat,www,2019-06-18,Ryze,Lee Sin,Pyke,Kai'Sa,Nautilus,Rengar,Olaf,Karma,Sivir,Lux
Challenger,Defeat,www,2019-06-12,Gangplank,Karthus,Talon,Caitlyn,Lux,Ryze,Kindred,Ekko,Lucian,Thresh
